iter	RMSE
295	71.01840385
296	70.98615231
297	70.95757816
298	70.93059458
299	70.90161766
300	70.87886152
301	70.84347232
302	70.82228978
303	70.77961675
304	70.74557146
305	70.72002309
306	70.68145285
307	70.65420192
308	70.62634393
309	70.59449878
310	70.56606174
311	70.54053054
312	70.51091577
313	70.476446
314	70.44502516
315	70.41334332
316	70.39310413
317	70.35114262
318	70.31752842
319	70.28805143
320	70.26177157
321	70.23904895
322	70.20555627
323	70.17459083
324	70.15009248
325	70.13055982
326	70.10604372
327	70.07394569
328	70.05164889
329	70.0258303
330	69.98797537
331	69.95479244
332	69.93128312
333	69.9034513
334	69.88001388
335	69.85833518
336	69.82594238
337	69.79630146
338	69.76801524
339	69.7394076
340	69.7107174
341	69.68069624
342	69.64915137
343	69.63183023
344	69.59545846
345	69.57478559
346	69.54332982
347	69.51297311
348	69.48080971
349	69.46726139
350	69.43180147
351	69.40098222
352	69.36054605
353	69.3256883
354	69.30061323
355	69.25896423
356	69.24455583
357	69.21780947
358	69.19049867
359	69.14370542
360	69.11688381
361	69.09654916
362	69.05581674
363	69.02496458
364	69.00345146
365	68.97897379
366	68.94685016
367	68.92122896
368	68.8980577
369	68.87859166
370	68.84989538
371	68.81378943
372	68.79818791
373	68.77111005
374	68.75380917
375	68.73170165
376	68.70277759
377	68.65727601
378	68.60977497
379	68.57808235
380	68.55183507
381	68.52553689
382	68.50425453
383	68.47531411
384	68.45290214
385	68.42433812
386	68.39769697
387	68.36903301
388	68.32266537
389	68.2959353
390	68.26544205
391	68.24304015
392	68.2242134
393	68.19844936
394	68.16757744
395	68.13980576
396	68.11532928
397	68.08285725
398	68.04264016
399	68.02501218
400	67.9849544
401	67.95905335
402	67.92963835
403	67.91224559
404	67.87363159
405	67.83900507
406	67.81610736
407	67.79182552
408	67.76181446
409	67.73068804
410	67.7068367
411	67.67466232
412	67.6402227
413	67.59770941
414	67.56883893
415	67.53653431
416	67.50652569
417	67.47709681
418	67.43853719
419	67.41711512
420	67.39487745
421	67.36663184
422	67.33611966
423	67.31192549
424	67.28682247
425	67.27017239
426	67.24769843
427	67.22585558
428	67.18794293
429	67.15545687
430	67.12028068
431	67.10048804
432	67.08206066
433	67.05610312
434	67.02836521
435	66.98361311
436	66.95665536
437	66.92702735
438	66.89463739
439	66.86980818
440	66.84005614
441	66.81573826
442	66.79733404
443	66.76887923
444	66.75176537
445	66.72161425
446	66.6895822
447	66.66090431
448	66.63366513
449	66.59958199
450	66.58849683
451	66.57045714
452	66.54574711
453	66.50360242
454	66.47705756
455	66.46169621
456	66.43924913
457	66.42434685
458	66.39668738
459	66.35869065
460	66.32535633
461	66.30929222
462	66.28063382
463	66.25813921
464	66.23863076
465	66.21798163
466	66.20077949
467	66.17027291
468	66.13586834
469	66.10554251
470	66.07972958
471	66.05529872
472	66.03036955
473	66.001583
474	65.98029134
475	65.95986358
476	65.93142907
477	65.9063078
478	65.88096391
479	65.85680213
480	65.84027369
481	65.82470067
482	65.80167465
483	65.78511373
484	65.75905604
485	65.72696046
486	65.68920617
487	65.6681059
488	65.6376694
489	65.61099072
490	65.58166416
491	65.56548292
492	65.53769834
493	65.51880839
494	65.50292086
495	65.47573949
496	65.44741973
497	65.43011529
498	65.4122973
499	65.39076642
500	65.35656662
501	65.33427563
502	65.3062191
503	65.27378977
504	65.2540701
505	65.24083562
506	65.211408
507	65.18257378
508	65.16688967
509	65.14975274
510	65.11538083
511	65.09250131
512	65.06691574
513	65.03352193
514	65.00468035
515	64.97528616
516	64.94477357
517	64.92647386
518	64.89178141
519	64.87542221
520	64.84606021
521	64.81864558
522	64.7890545
523	64.76685448
524	64.73778268
525	64.70249071
526	64.68809604
527	64.65248853
528	64.62833962
529	64.59996479
530	64.57153577
531	64.54598663
532	64.52664981
533	64.5063327
534	64.48070907
535	64.46208278
536	64.43817275
537	64.41742527
538	64.38945595
539	64.37241021
540	64.33678168
541	64.32101596
542	64.27751356
543	64.24533042
544	64.2275691
545	64.20661795
546	64.19067451
547	64.16131173
548	64.14786634
549	64.128714
550	64.10494398
551	64.07387267
552	64.05288943
553	64.0162965
554	63.98296016
555	63.95680279
556	63.94002725
557	63.92725847
558	63.90637982
559	63.88690901
560	63.85744571
561	63.83805529
562	63.82462869
563	63.79539509
564	63.7718934
565	63.74210659
566	63.73026453
567	63.70129043
568	63.68865717
569	63.65415169
570	63.63344167
571	63.60620175
572	63.5749701
573	63.54773095
574	63.5328788
575	63.5092673
576	63.48230823
577	63.45647184
578	63.43396367
579	63.41464512
580	63.39415662
581	63.37505318
582	63.34856211
583	63.32285296
584	63.30239971
585	63.27881552
586	63.26543988
587	63.24664988
588	63.23231157
589	63.20642218
590	63.18305338
591	63.15717872
592	63.13601987
593	63.11462536
594	63.09184801
595	63.06846008
596	63.043524
597	63.00267323
598	62.97601742
599	62.95102362
600	62.9167975
601	62.89017864
602	62.85754931
603	62.83975052
604	62.81750965
605	62.78374192
606	62.76952184
607	62.74990508
608	62.72564402
609	62.69666885
610	62.67906692
611	62.66653715
612	62.63838276
613	62.61901726
614	62.59241518
615	62.57468284
616	62.54935491
617	62.53079599
618	62.50986875
619	62.47903638
620	62.44689561
621	62.42091745
622	62.40289422
623	62.37748269
624	62.35649545
625	62.3308416
626	62.30235863
627	62.27406473
628	62.2620886
629	62.24463925
630	62.21603958
631	62.18083925
632	62.15855181
633	62.14058785
634	62.11262419
635	62.08584932
636	62.06607434
637	62.04085148
638	62.02984137
639	62.00298506
640	61.98196992
641	61.96897941
642	61.95071262
643	61.92940796
644	61.89935811
645	61.88078759
646	61.85143638
647	61.83153113
648	61.81295021
649	61.79109088
650	61.76515063
651	61.74260109
652	61.7166372
653	61.69894856
654	61.67079009
655	61.65395446
656	61.63459798
657	61.61126514
658	61.5968587
659	61.58351261
660	61.55896236
661	61.53576441
662	61.50286051
663	61.47656191
664	61.45084265
665	61.43816116
666	61.41126723
667	61.39611654
668	61.37512489
669	61.35575954
670	61.33063517
671	61.30359608
672	61.28237311
673	61.25679871
674	61.24076537
675	61.21545964
676	61.1842157
677	61.16463895
678	61.14623869
679	61.12218484
680	61.09747796
681	61.08588027
682	61.06738801
683	61.03874457
684	61.01817097
685	60.99344458
686	60.97768501
687	60.94554206
688	60.9259713
689	60.90108225
690	60.87721033
691	60.85933656
692	60.83428079
693	60.79837225
694	60.77302331
695	60.75146832
696	60.73312157
697	60.70984821
698	60.69166597
699	60.66841898
700	60.65214122
701	60.63044621
702	60.61360022
703	60.58610007
704	60.57430193
705	60.56154307
706	60.53163891
707	60.51089804
708	60.49045601
709	60.46827001
710	60.45068626
711	60.43534719
712	60.42104719
713	60.39877217
714	60.38202123
715	60.36499735
716	60.34133687
717	60.31607221
718	60.30280375
719	60.28715851
720	60.26745506
721	60.24494422
722	60.22363945
723	60.18895249
724	60.1712434
725	60.14709317
726	60.12601451
727	60.10331044
728	60.0814763
729	60.06389956
730	60.05069954
731	60.03079225
732	60.01336664
733	59.9920853
734	59.97381688
735	59.9563975
736	59.93387248
737	59.91112285
738	59.89309477
739	59.87971138
740	59.86281828
741	59.82912231
742	59.81136113
743	59.79747399
744	59.76324836
745	59.74362518
746	59.72219393
747	59.70423863
748	59.68499837
749	59.66043159
750	59.64452912
751	59.63028326
752	59.60218834
753	59.58795933
754	59.56218812
755	59.53380506
756	59.50642779
757	59.48920592
758	59.47475506
759	59.4619754
760	59.44559783
761	59.43307598
762	59.41551394
763	59.39973605
764	59.37779269
765	59.35363572
766	59.33738593
767	59.31309655
768	59.28951484
769	59.27677135
770	59.25901399
771	59.23352586
772	59.21669323
773	59.19845986
774	59.18441615
775	59.16163313
776	59.13750777
777	59.11699197
778	59.09627142
779	59.08151203
780	59.05776777
781	59.04583642
782	59.02405021
783	59.01283759
784	58.98765668
785	58.96634387
786	58.9535819
787	58.93980992
788	58.91775479
789	58.89460187
790	58.86923994
791	58.85724175
792	58.82483016
793	58.80533035
794	58.78541981
795	58.77073752
796	58.75923145
797	58.74622693
798	58.72688582
799	58.71641327
800	58.69017243
801	58.67112734
802	58.65724051
803	58.63493085
804	58.61809352
805	58.60203428
806	58.57701246
807	58.56273768
808	58.54512102
809	58.52251821
810	58.50251241
811	58.4926391
812	58.4775912
813	58.45745445
814	58.42315496
815	58.40041452
816	58.39335444
817	58.36908335
818	58.35292902
819	58.3318241
820	58.31798011
821	58.30641509
822	58.28932687
823	58.27075889
824	58.25245073
825	58.23346327
826	58.21567039
827	58.20134331
828	58.18317752
829	58.17306884
830	58.15515118
831	58.13046562
832	58.11068886
833	58.09173689
834	58.07790447
835	58.04807984
836	58.0279302
837	58.00175107
838	57.98316639
839	57.96544865
840	57.94765649
841	57.93026348
842	57.91239633
843	57.89376707
844	57.87867121
845	57.85198884
846	57.83071446
847	57.81470679
848	57.79639022
849	57.77925619
850	57.75899206
851	57.74042505
852	57.72077853
853	57.70041115
854	57.66920823
855	57.65707593
856	57.64385239
857	57.61632292
858	57.59657806
859	57.56652791
860	57.5450051
861	57.51839633
862	57.49437141
863	57.47589915
864	57.45536184
865	57.43604002
866	57.41032946
867	57.38201512
868	57.35368117
869	57.32726663
870	57.30962625
871	57.28964719
872	57.27470793
873	57.25792629
874	57.24792568
875	57.2320654
876	57.20456205
877	57.18835898
878	57.17143735
879	57.15795233
880	57.13530632
881	57.12459215
882	57.11309155
883	57.09707778
884	57.07388765
885	57.05755526
886	57.04401808
887	57.02541479
888	57.00265534
889	56.98577604
890	56.97584602
891	56.95645437
892	56.9432102
893	56.93072608
894	56.91092335
895	56.89362517
896	56.87497229
897	56.86194592
898	56.84275028
899	56.81827792
900	56.79266245
901	56.77804019
902	56.76216025
903	56.7473276
904	56.72455168
905	56.7029091
906	56.68855407
907	56.67526762
908	56.66149499
909	56.63944337
910	56.61192435
911	56.59971304
912	56.5887633
913	56.57846435
914	56.56311853
915	56.53840396
916	56.51574412
917	56.49781412
918	56.48252707
919	56.4692548
920	56.44973223
921	56.42842886
922	56.4099283
923	56.40017146
924	56.3819318
925	56.36542029
926	56.34217562
927	56.32300239
928	56.30018983
929	56.2789778
930	56.25881421
931	56.24364211
932	56.2214633
933	56.19568049
934	56.17098964
935	56.15881477
936	56.14780878
937	56.13140496
938	56.11562656
939	56.10492876
940	56.08286886
941	56.0538362
942	56.03788019
943	56.01586987
944	55.9999129
945	55.97620336
946	55.96540357
947	55.94367094
948	55.92612349
949	55.90489123
950	55.88068543
951	55.86162419
952	55.84579867
953	55.81904985
954	55.79814709
955	55.78083418
956	55.76492735
957	55.74753959
958	55.73309456
959	55.72566083
960	55.70334115
961	55.69242387
962	55.67279085
963	55.64151032
964	55.62972112
965	55.60787348
966	55.58839523
967	55.57237583
968	55.55956886
969	55.53017938
970	55.51270585
971	55.49330527
972	55.47951187
973	55.46658579
974	55.45270751
975	55.43979069
976	55.42321836
977	55.40051465
978	55.37963785
979	55.36012196
980	55.35050149
981	55.33556451
982	55.32238185
983	55.29512764
984	55.28045635
985	55.26874929
986	55.24554862
987	55.20779863
988	55.19281238
989	55.17606544
990	55.15624686
991	55.13584485
992	55.12906806
993	55.1179385
994	55.09921272
995	55.08775707
996	55.0794449
997	55.0610457
998	55.04498807
999	55.02281808
